,06/07,07/08,08/09,09/10,10/11,11/12,12/13,13/14,14/15,15/16
                   Upper limit of 95% confidence interval,x,x,0.5,-,0.2,0.9,0.5,0.7,0.2,0.4
,,,,,,,,,,
Healthy weight (clinical),x,x,78.3,82.2,83.1,83.5,83.6,81.6,82.2,84.0
                   Lower limit of 95% confidence interval,x,x,77.6,81.2,82.1,82.5,83.0,80.8,81.3,83.3
                   Upper limit of 95% confidence interval,x,x,79.1,83.1,84.1,84.5,84.2,82.4,83.1,84.7
,,,,,,,,,,
Overweight (clinical),x,x,13.1,11.7,9.2,10.9,9.0,11.3,10.7,8.9
                   Lower limit of 95% confidence interval,x,x,12.4,10.9,8.4,10.1,8.5,10.6,10.0,8.3
                   Upper limit of 95% confidence interval,x,x,13.7,12.5,10.0,11.8,9.4,12.0,11.4,9.5
,,,,,,,,,,
Obese (clinical),x,x,4.7,3.4,4.7,2.7,4.2,3.7,5.3,3.9
                   Lower limit of 95% confidence interval,x,x,4.3,2.9,4.1,2.3,3.8,3.3,4.8,3.5
                   Upper limit of 95% confidence interval,x,x,5.1,3.8,5.2,3.2,4.5,4.1,5.8,4.2
,,,,,,,,,,
Severely obese (clinical),x,x,3.5,2.7,2.9,2.2,2.9,2.8,1.7,3.0
                   Lower limit of 95% confidence interval,x,x,3.2,2.3,2.4,1.8,2.6,2.5,1.4,2.6
                   Upper limit of 95% confidence interval,x,x,3.8,3.1,3.3,2.6,3.1,3.2,2.0,3.3
,,,,,,,,,,
,,,,,,,,,,
"Overweight, Obese and severely obese combined (clinical) ",x,x,21.3,17.8,16.7,15.8,16.0,17.9,17.7,15.7
                   Lower limit of 95% confidence interval,x,x,20.5,16.9,15.7,14.9,15.4,17.0,16.8,15.0
                   Upper limit of 95% confidence interval,x,x,22.0,18.8,17.7,16.8,16.6,18.7,18.5,16.4
,,,,,,,,,,
Obese and severely obese combined (clinical) ,x,x,8.2,6.1,7.5,4.9,7.0,6.6,7.0,6.8
                   Lower limit of 95% confidence interval,x,x,7.7,5.5,6.8,4.3,6.6,6.0,6.4,6.3
                   Upper limit of 95% confidence interval,x,x,8.7,6.7,8.3,5.5,7.4,7.1,7.5,7.3
,,,,,,,,,,
Scottish Borders,,,,,,,,,,
Number of children measured,"1,104","1,072","1,064","1,146","1,078","1,131","1,148","1,106","1,101","1,080"
,,,,,,,,,,
Underweight (clinical),0.2,0.2,0.4,0.3,0.5,0.2,-,0.1,0.1,0.6
                   Lower limit of 95% confidence interval,0.1,0.1,0.3,0.2,0.4,0.1,-,0.0,0.0,0.5
                   Upper limit of 95% confidence interval,0.2,0.3,0.5,0.3,0.6,0.2,-,0.1,0.1,0.6
,,,,,,,,,,
Healthy weight (clinical),84.2,86.4,86.1,85.3,86.5,86.1,86.6,85.1,85.6,85.6
                   Lower limit of 95% confidence interval,83.8,85.8,85.6,84.8,85.9,85.7,86.2,84.5,85.0,85.2
                   Upper limit of 95% confidence interval,84.6,87.0,86.6,85.7,87.0,86.5,86.9,85.7,86.1,86.1
,,,,,,,,,,
Overweight (clinical),10.2,8.8,8.6,8.6,7.7,7.7,8.3,9.2,8.9,8.2
                   Lower limit of 95% confidence interval,9.9,8.2,8.2,8.3,7.3,7.4,8.0,8.8,8.4,7.9
                   Upper limit of 95% confidence interval,10.6,9.3,9.1,9.0,8.1,8.0,8.6,9.7,9.4,8.6
,,,,,,,,,,
Obese (clinical),3.4,2.8,2.8,4.2,2.3,3.0,3.9,3.4,3.3,3.1
                   Lower limit of 95% confidence interval,3.2,2.5,2.6,3.9,2.1,2.8,3.7,3.1,3.0,2.9
                   Upper limit of 95% confidence interval,3.6,3.1,3.1,4.4,2.6,3.2,4.1,3.7,3.6,3.4
,,,,,,,,,,
Severely obese (clinical),1.9,1.9,2.1,1.7,3.1,3.0,1.2,2.2,2.2,2.4
                   Lower limit of 95% confidence interval,1.8,1.6,1.8,1.5,2.8,2.8,1.1,1.9,1.9,2.2
                   Upper limit of 95% confidence interval,2.0,2.1,2.3,1.8,3.3,3.2,1.3,2.4,2.4,2.6
,,,,,,,,,,
,,,,,,,,,,
"Overweight, Obese and severely obese combined (clinical) ",15.6,13.4,13.5,14.5,13.1,13.7,13.4,14.8,14.4,13.8
                   Lower limit of 95% confidence interval,15.2,12.8,13.0,14.0,12.5,13.3,13.1,14.3,13.8,13.4
                   Upper limit of 95% confidence interval,16.0,14.1,14.1,14.9,13.6,14.1,13.8,15.4,14.9,14.2
,,,,,,,,,,
Obese and severely obese combined (clinical) ,5.3,4.7,4.9,5.8,5.4,6.0,5.1,5.6,5.4,5.6
                   Lower limit of 95% confidence interval,5.1,4.3,4.6,5.6,5.0,5.8,4.9,5.2,5.1,5.3
                   Upper limit of 95% confidence interval,5.6,5.1,5.2,6.1,5.8,6.3,5.4,6.0,5.8,5.8
,,,,,,,,,,
Clackmannanshire,,,,,,,,,,
Number of children measured,533,352,584,504,581,526,639,613,553,589
,,,,,,,,,,
Underweight (clinical),-,-,0.3,-,0.3,0.2,-,-,0.2,0.5
                   Lower limit of 95% confidence interval,-,-,0.3,-,0.3,0.1,-,-,0.2,0.5
                   Upper limit of 95% confidence interval,-,-,0.3,-,0.3,0.3,-,-,0.2,0.5
,,,,,,,,,,
Healthy weight (clinical),83.7,86.4,83.6,84.3,84.2,84.8,87.6,81.4,85.0,83.9
                   Lower limit of 95% confidence interval,83.7,84.2,83.6,83.6,84.2,84.0,87.6,80.7,85.0,83.9
                   Upper limit of 95% confidence interval,83.7,88.6,83.6,85.1,84.2,85.6,87.6,82.1,85.0,83.9
,,,,,,,,,,
Overweight (clinical),9.2,6.3,8.9,10.1,7.9,8.4,8.0,12.4,8.5,9.7
                   Lower limit of 95% confidence interval,9.2,4.7,8.9,9.5,7.9,7.8,8.0,11.8,8.5,9.7
                   Upper limit of 95% confidence interval,9.2,7.8,8.9,10.7,7.9,9.0,8.0,13.0,8.5,9.7
,,,,,,,,,,
Obese (clinical),4.1,4.5,4.8,2.8,3.1,3.6,2.5,4.2,2.5,3.7
                   Lower limit of 95% confidence interval,4.1,3.2,4.8,2.4,3.1,3.2,2.5,3.9,2.5,3.7
                   Upper limit of 95% confidence interval,4.1,5.9,4.8,3.1,3.1,4.0,2.5,4.6,2.5,3.7
,,,,,,,,,,
Severely obese (clinical),3.0,2.8,2.4,2.8,4.5,3.0,1.9,2.0,3.8,2.2
                   Lower limit of 95% confidence interval,3.0,1.8,2.4,2.4,4.5,2.7,1.9,1.7,3.8,2.2
                   Upper limit of 95% confidence interval,3.0,3.9,2.4,3.1,4.5,3.4,1.9,2.2,3.8,2.2
,,,,,,,,,,
,,,,,,,,,,
"Overweight, Obese and severely obese combined (clinical) ",16.3,13.6,16.1,15.7,15.5,15.0,12.4,18.6,14.8,15.6
                   Lower limit of 95% confidence interval,16.3,11.4,16.1,14.9,15.5,14.3,12.4,17.9,14.8,15.6
                   Upper limit of 95% confidence interval,16.3,15.8,16.1,16.4,15.5,15.8,12.4,19.3,14.8,15.6
,,,,,,,,,,
Obese and severely obese combined (clinical) ,7.1,7.4,7.2,5.6,7.6,6.7,4.4,6.2,6.3,5.9
                   Lower limit of 95% confidence interval,7.1,5.7,7.2,5.1,7.6,6.1,4.4,5.8,6.3,5.9
                   Upper limit of 95% confidence interval,7.1,9.1,7.2,6.0,7.6,7.2,4.4,6.6,6.3,5.9
,,,,,,,,,,
West Dunbartonshire,,,,,,,,,,
Number of children measured,x,x,x,893,x,920,973,955,953,940
,,,,,,,,,,
Underweight (clinical),x,x,x,0.3,x,0.4,0.2,0.2,0.3,-
                   Lower limit of 95% confidence interval,x,x,x,0.2,x,0.4,0.1,0.1,0.2,-
                   Upper limit of 95% confidence interval,x,x,x,0.4,x,0.5,0.3,0.3,0.4,-
,,,,,,,,,,
Healthy weight (clinical),x,x,x,83.0,x,82.3,84.9,81.9,82.2,86.4
                   Lower limit of 95% confidence interval,x,x,x,82.3,x,81.8,84.4,81.1,81.4,85.7
                   Upper limit of 95% confidence interval,x,x,x,83.7,x,82.8,85.4,82.6,82.9,87.0
,,,,,,,,,,
Overweight (clinical),x,x,x,9.2,x,10.8,9.2,12.1,11.8,7.3
                   Lower limit of 95% confidence interval,x,x,x,8.7,x,10.4,8.9,11.5,11.1,6.8
                   Upper limit of 95% confidence interval,x,x,x,9.7,x,11.2,9.6,12.8,12.4,7.8
,,,,,,,,,,
Obese (clinical),x,x,x,4.5,x,3.6,3.1,3.4,4.0,3.7
                   Lower limit of 95% confidence interval,x,x,x,4.1,x,3.4,2.9,3.0,3.6,3.4
                   Upper limit of 95% confidence interval,x,x,x,4.9,x,3.8,3.3,3.7,4.4,4.1
,,,,,,,,,,
Severely obese (clinical),x,x,x,3.0,x,2.9,2.6,2.4,1.8,2.6
                   Lower limit of 95% confidence interval,x,x,x,2.7,x,2.7,2.4,2.1,1.5,2.3
                   Upper limit of 95% confidence interval,x,x,x,3.3,x,3.1,2.8,2.7,2.0,2.9
,,,,,,,,,,
,,,,,,,,,,
"Overweight, Obese and severely obese combined (clinical) ",x,x,x,16.7,x,17.3,14.9,17.9,17.5,13.6
                   Lower limit of 95% confidence interval,x,x,x,16.0,x,16.8,14.4,17.2,16.8,13.0
                   Upper limit of 95% confidence interval,x,x,x,17.4,x,17.8,15.4,18.6,18.2,14.3
,,,,,,,,,,
Obese and severely obese combined (clinical) ,x,x,x,7.5,x,6.5,5.7,5.8,5.8,6.3
                   Lower limit of 95% confidence interval,x,x,x,7.0,x,6.2,5.4,5.3,5.3,5.8
                   Upper limit of 95% confidence interval,x,x,x,8.0,x,6.8,6.0,6.2,6.2,6.7
,,,,,,,,,,
Dumfries & Galloway,,,,,,,,,,
Number of children measured,"1,214","1,334","1,378","1,458","1,405","1,457","1,428","1,267","1,421","1,385"
,,,,,,,,,,
Underweight (clinical),0.2,0.1,0.5,-,-,0.3,0.3,0.2,-,0.1
                   Lower limit of 95% confidence interval,0.1,0.1,0.4,-,-,0.3,0.2,0.1,-,0.0
                   Upper limit of 95% confidence interval,0.2,0.1,0.6,-,-,0.4,0.4,0.2,-,0.1
,,,,,,,,,,
Healthy weight (clinical),84.5,83.6,84.4,82.2,85.0,83.5,84.5,83.3,82.3,81.2
                   Lower limit of 95% confidence interval,83.8,83.3,84.0,82.2,84.4,83.1,84.0,82.5,81.8,80.5
                   Upper limit of 95% confidence interval,85.3,83.9,84.8,82.2,85.5,83.9,85.1,84.2,82.9,81.8
,,,,,,,,,,
Overweight (clinical),8.5,10.9,8.8,10.6,9.4,8.6,9.6,9.6,10.5,11.6
                   Lower limit of 95% confidence interval,7.9,10.6,8.5,10.6,8.9,8.3,9.1,8.9,10.1,11.1
                   Upper limit of 95% confidence interval,9.1,11.1,9.1,10.6,9.8,8.9,10.1,10.2,10.9,12.2
,,,,,,,,,,
Obese (clinical),4.2,3.1,3.6,4.5,3.0,4.3,3.0,4.8,4.3,3.9
                   Lower limit of 95% confidence interval,3.8,3.0,3.4,4.5,2.7,4.1,2.7,4.3,4.0,3.6
                   Upper limit of 95% confidence interval,4.6,3.3,3.8,4.5,3.3,4.6,3.3,5.3,4.6,4.2
,,,,,,,,,,
Severely obese (clinical),2.6,2.3,2.8,2.7,2.6,3.2,2.6,2.1,2.9,3.2
                   Lower limit of 95% confidence interval,2.3,2.2,2.6,2.7,2.4,3.0,2.3,1.8,2.7,3.0
                   Upper limit of 95% confidence interval,3.0,2.4,2.9,2.7,2.9,3.4,2.8,2.5,3.1,3.5
,,,,,,,,,,
,,,,,,,,,,
"Overweight, Obese and severely obese combined (clinical) ",15.3,16.3,15.1,17.8,15.0,16.1,15.2,16.5,17.7,18.8
                   Lower limit of 95% confidence interval,14.6,16.0,14.7,17.8,14.5,15.7,14.6,15.6,17.1,18.1
                   Upper limit of 95% confidence interval,16.1,16.6,15.5,17.8,15.6,16.5,15.8,17.4,18.2,19.4
,,,,,,,,,,
Obese and severely obese combined (clinical) ,6.8,5.5,6.3,7.2,5.6,7.5,5.6,6.9,7.2,7.1
                   Lower limit of 95% confidence interval,6.3,5.3,6.1,7.2,5.3,7.3,5.2,6.4,6.8,6.7
                   Upper limit of 95% confidence interval,7.4,5.7,6.6,7.2,6.0,7.8,6.0,7.5,7.5,7.6
,,,,,,,,,,
Dundee City,,,,,,,,,,
Number of children measured,"1,343","1,315","1,401","1,405","1,448","1,440","1,511","1,602","1,508","1,541"
,,,,,,,,,,
Underweight (clinical),0.6,0.5,0.9,0.4,1.0,0.2,0.2,0.2,0.3,0.3
                   Lower limit of 95% confidence interval,0.6,0.4,0.9,0.4,0.9,0.2,0.2,0.2,0.2,0.3
                   Upper limit of 95% confidence interval,0.6,0.5,0.9,0.4,1.1,0.2,0.2,0.2,0.3,0.3
,,,,,,,,,,
Healthy weight (clinical),82.1,84.4,82.4,83.1,82.5,82.4,82.2,82.2,81.0,82.6
                   Lower limit of 95% confidence interval,82.0,84.1,82.4,83.0,82.2,82.4,82.2,82.2,80.5,82.6
                   Upper limit of 95% confidence interval,82.3,84.7,82.4,83.2,82.9,82.4,82.2,82.2,81.4,82.6
,,,,,,,,,,
Overweight (clinical),9.7,9.0,10.2,9.5,10.8,10.4,10.0,10.0,10.9,10.5
                   Lower limit of 95% confidence interval,9.5,8.8,10.2,9.5,10.6,10.4,10.0,10.0,10.5,10.5
                   Upper limit of 95% confidence interval,9.8,9.3,10.2,9.6,11.1,10.4,10.0,10.0,11.2,10.5
,,,,,,,,,,
Obese (clinical),4.7,3.5,3.9,4.0,3.3,4.6,4.4,4.6,4.5,4.2
                   Lower limit of 95% confidence interval,4.6,3.3,3.9,3.9,3.2,4.6,4.4,4.6,4.3,4.2
                   Upper limit of 95% confidence interval,4.8,3.7,3.9,4.0,3.5,4.6,4.4,4.6,4.7,4.2
,,,,,,,,,,
Severely obese (clinical),2.9,2.6,2.6,2.9,2.3,2.4,3.2,3.0,3.4,2.4
                   Lower limit of 95% confidence interval,2.8,2.4,2.6,2.9,2.1,2.4,3.2,3.0,3.2,2.4
                   Upper limit of 95% confidence interval,3.0,2.7,2.6,3.0,2.4,2.4,3.2,3.0,3.6,2.4
,,,,,,,,,,
,,,,,,,,,,
"Overweight, Obese and severely obese combined (clinical) ",17.3,15.1,16.7,16.4,16.4,17.4,17.6,17.6,18.8,17.1
                   Lower limit of 95% confidence interval,17.1,14.8,16.7,16.3,16.1,17.4,17.6,17.6,18.3,17.1
                   Upper limit of 95% confidence interval,17.4,15.5,16.7,16.5,16.8,17.4,17.6,17.6,19.2,17.1
,,,,,,,,,,
Obese and severely obese combined (clinical) ,7.6,6.1,6.5,6.9,5.6,7.0,7.6,7.6,7.9,6.6
                   Lower limit of 95% confidence interval,7.5,5.9,6.5,6.8,5.4,7.0,7.6,7.6,7.6,6.6
                   Upper limit of 95% confidence interval,7.7,6.3,6.5,7.0,5.8,7.0,7.6,7.6,8.2,6.6
,,,,,,,,,,
East Ayrshire,,,,,,,,,,
Number of children measured,x,977,"1,102","1,132","1,146","1,197","1,223","1,291","1,275","1,268"
,,,,,,,,,,
Underweight (clinical),x,1.8,0.8,0.6,0.7,0.8,0.2,1.0,0.5,0.2
                   Lower limit of 95% confidence interval,x,1.5,0.6,0.4,0.5,0.7,0.1,0.9,0.4,0.2
                   Upper limit of 95% confidence interval,x,2.2,1.0,0.8,0.9,1.0,0.2,1.1,0.7,0.3
,,,,,,,,,,
Healthy weight (clinical),x,82.8,86.3,87.2,83.5,84.2,85.3,79.0,83.2,82.8
                   Lower limit of 95% confidence interval,x,81.8,85.6,86.5,82.8,83.6,84.7,78.5,82.6,82.4
                   Upper limit of 95% confidence interval,x,83.9,87.0,87.9,84.2,84.9,85.8,79.5,83.8,83.2
,,,,,,,,,,
Overweight (clinical),x,7.6,7.5,6.8,9.9,9.0,8.6,12.3,10.4,9.3
                   Lower limit of 95% confidence interval,x,6.8,7.0,6.3,9.3,8.5,8.2,11.9,9.9,9.0
                   Upper limit of 95% confidence interval,x,8.3,8.1,7.4,10.4,9.5,9.0,12.7,10.8,9.6
,,,,,,,,,,
Obese (clinical),x,4.1,3.3,3.3,3.7,3.4,3.8,4.6,3.8,4.9
                   Lower limit of 95% confidence interval,x,3.5,2.9,2.9,3.3,3.1,3.5,4.3,3.5,4.7
                   Upper limit of 95% confidence interval,x,4.6,3.7,3.7,4.0,3.7,4.1,4.8,4.1,5.1
,,,,,,,,,,
Severely obese (clinical),x,3.7,2.1,2.1,2.3,2.5,2.2,3.1,2.0,2.8
                   Lower limit of 95% confidence interval,x,3.2,1.8,1.8,2.0,2.2,2.0,2.9,1.8,2.6
                   Upper limit of 95% confidence interval,x,4.2,2.4,2.4,2.5,2.8,2.4,3.3,2.3,2.9
,,,,,,,,,,
,,,,,,,,,,
"Overweight, Obese and severely obese combined (clinical) ",x,15.4,12.9,12.2,15.8,15.0,14.6,20.0,16.2,17.0
                   Lower limit of 95% confidence interval,x,14.4,12.2,11.5,15.1,14.3,14.0,19.5,15.7,16.6
                   Upper limit of 95% confidence interval,x,16.4,13.6,12.9,16.5,15.6,15.1,20.5,16.8,17.3
,,,,,,,,,,
Obese and severely obese combined (clinical) ,x,7.8,5.4,5.4,5.9,5.9,6.0,7.7,5.9,7.6
